0.00000	0.01000	S
0.01000	0.53000	V
0.53000	0.56000	S
0.56000	1.47000	V
1.47000	1.48000	S
1.48000	1.64000	V
1.64000	1.68000	S
1.68000	2.14000	V
2.14000	2.16000	S
2.16000	2.98000	V
2.98000	3.00000	S
3.00000	3.16000	V
3.16000	3.19000	S
3.19000	3.35000	V
3.35000	3.36000	S
3.36000	3.52000	V
3.52000	3.53000	S
3.53000	5.17000	V
5.17000	5.31000	S
5.31000	6.70000	V
6.70000	6.81000	S
6.81000	6.97000	V
6.97000	7.07000	S
7.07000	7.14319	V
